Borrador propuesta,Hola. Te dejo el borrador de propuesta para Gonzalo en el Drive compartido.
Plan de aprendizaje,Hola. Cuando hayas leído el plan de aprendizaje (en la sección de documentos compartidos) me dices que te parece y por que te gustaría empezar.
Ideas versión 2,He cogido la nota que me diste con las funciones y he analizado su viabilidad para la versión 2.,https://docs.google.com/spreadsheets/d/1-OgugV-4muOksazZTaJ9WYodY8lF24YGdFBOe0T3OmY/edit
